4005,usual,very_crit,incomplete,3,convenient,inconv,nonprob,recommended,spec_prior
6334,pretentious,improper,completed,2,convenient,inconv,problematic,priority,priority
9224,great_pret,proper,incomplete,3,critical,convenient,problematic,not_recom,not_recom
5502,pretentious,less_proper,completed,2,critical,inconv,slightly_prob,recommended,priority
12888,great_pret,very_crit,foster,3,critical,convenient,nonprob,recommended,spec_prior
3804,usual,very_crit,completed,3,less_conv,convenient,problematic,recommended,spec_prior
7789,pretentious,very_crit,complete,1,convenient,inconv,slightly_prob,priority,spec_prior
9646,great_pret,less_proper,complete,3,less_conv,inconv,problematic,priority,spec_prior
2109,usual,improper,completed,more,convenient,convenient,slightly_prob,recommended,very_recom
4057,usual,very_crit,incomplete,more,convenient,convenient,problematic,priority,spec_prior
9886,great_pret,less_proper,completed,more,convenient,convenient,slightly_prob,priority,priority
6803,pretentious,improper,foster,2,critical,inconv,problematic,not_recom,not_recom
9496,great_pret,proper,foster,more,critical,inconv,nonprob,priority,spec_prior
7488,pretentious,critical,incomplete,3,critical,convenient,nonprob,recommended,spec_prior
11317,great_pret,critical,complete,2,less_conv,inconv,slightly_prob,priority,spec_prior
2300,usual,improper,incomplete,3,less_conv,inconv,slightly_prob,not_recom,not_recom
2134,usual,improper,completed,more,less_conv,inconv,nonprob,priority,priority
11770,great_pret,critical,incomplete,2,critical,inconv,problematic,priority,spec_prior
487,usual,proper,incomplete,2,convenient,convenient,nonprob,priority,priority
3955,usual,very_crit,incomplete,2,convenient,inconv,slightly_prob,priority,spec_prior
8100,pretentious,very_crit,completed,3,convenient,convenient,nonprob,recommended,priority
6708,pretentious,improper,foster,1,convenient,inconv,slightly_prob,recommended,priority
10459,great_pret,improper,complete,2,critical,convenient,nonprob,priority,spec_prior
9208,great_pret,proper,incomplete,3,less_conv,inconv,nonprob,priority,spec_prior
9512,great_pret,less_proper,complete,1,convenient,convenient,problematic,not_recom,not_recom
12923,great_pret,very_crit,foster,more,convenient,inconv,problematic,not_recom,not_recom
2771,usual,critical,complete,more,convenient,inconv,problematic,not_recom,not_recom
12026,great_pret,critical,foster,3,critical,convenient,nonprob,not_recom,not_recom
7142,pretentious,critical,completed,1,convenient,inconv,slightly_prob,not_recom,not_recom
10999,great_pret,improper,incomplete,more,critical,convenient,nonprob,priority,spec_prior
861,usual,proper,foster,more,critical,inconv,problematic,recommended,priority
11143,great_pret,improper,foster,3,less_conv,convenient,nonprob,priority,spec_prior
7677,pretentious,critical,foster,3,convenient,inconv,nonprob,recommended,spec_prior
6485,pretentious,improper,incomplete,1,convenient,convenient,slightly_prob,not_recom,not_recom
9283,great_pret,proper,incomplete,more,critical,inconv,slightly_prob,priority,spec_prior
10981,great_pret,improper,incomplete,more,less_conv,convenient,nonprob,priority,spec_prior
8762,great_pret,proper,complete,3,convenient,inconv,slightly_prob,not_recom,not_recom
3148,usual,critical,incomplete,3,convenient,inconv,problematic,priority,spec_prior
12513,great_pret,very_crit,completed,more,critical,convenient,slightly_prob,recommended,spec_prior
8894,great_pret,proper,completed,1,critical,convenient,nonprob,not_recom,not_recom
1554,usual,less_proper,foster,1,critical,convenient,problematic,recommended,priority
4876,pretentious,proper,incomplete,3,convenient,inconv,problematic,priority,priority
3623,usual,very_crit,complete,more,convenient,convenient,slightly_prob,not_recom,not_recom
10913,great_pret,improper,incomplete,3,convenient,convenient,slightly_prob,not_recom,not_recom
7303,pretentious,critical,completed,more,convenient,inconv,slightly_prob,priority,spec_prior
11485,great_pret,critical,completed,1,critical,convenient,nonprob,priority,spec_prior
9885,great_pret,less_proper,completed,more,convenient,convenient,slightly_prob,recommended,priority
6856,pretentious,improper,foster,3,critical,inconv,problematic,priority,spec_prior
4433,pretentious,proper,complete,3,convenient,convenient,slightly_prob,not_recom,not_recom
4145,usual,very_crit,foster,1,critical,convenient,slightly_prob,not_recom,not_recom
2505,usual,improper,foster,3,less_conv,convenient,slightly_prob,recommended,priority
11145,great_pret,improper,foster,3,less_conv,convenient,slightly_prob,recommended,spec_prior
2750,usual,critical,complete,3,critical,inconv,slightly_prob,not_recom,not_recom
10225,great_pret,less_proper,foster,2,less_conv,convenient,nonprob,priority,spec_prior
4959,pretentious,proper,incomplete,more,critical,inconv,nonprob,recommended,priority
5000,pretentious,proper,foster,1,less_conv,inconv,slightly_prob,not_recom,not_recom
11745,great_pret,critical,incomplete,2,less_conv,inconv,nonprob,recommended,spec_prior
9943,great_pret,less_proper,incomplete,1,convenient,convenient,problematic,priority,priority
7504,pretentious,critical,incomplete,3,critical,inconv,problematic,priority,spec_prior
1898,usual,improper,complete,more,convenient,convenient,problematic,not_recom,not_recom
415,usual,proper,completed,more,critical,convenient,nonprob,priority,priority
6880,pretentious,improper,foster,more,less_conv,convenient,slightly_prob,priority,spec_prior
2373,usual,improper,incomplete,more,critical,inconv,problematic,recommended,priority
4410,pretentious,proper,complete,2,critical,convenient,nonprob,recommended,priority
10248,great_pret,less_proper,foster,2,critical,convenient,problematic,recommended,spec_prior
11107,great_pret,improper,foster,2,critical,convenient,nonprob,priority,spec_prior
1912,usual,improper,complete,more,less_conv,convenient,slightly_prob,priority,priority
5767,pretentious,less_proper,incomplete,3,critical,convenient,problematic,priority,priority
11083,great_pret,improper,foster,2,convenient,inconv,slightly_prob,priority,spec_prior
527,usual,proper,incomplete,2,critical,convenient,slightly_prob,not_recom,not_recom
6685,pretentious,improper,incomplete,more,critical,convenient,problematic,priority,spec_prior
7349,pretentious,critical,incomplete,1,convenient,convenient,slightly_prob,not_recom,not_recom
7490,pretentious,critical,incomplete,3,critical,convenient,nonprob,not_recom,not_recom
2586,usual,improper,foster,more,critical,inconv,slightly_prob,recommended,priority
9289,great_pret,proper,foster,1,convenient,convenient,nonprob,priority,priority
10902,great_pret,improper,incomplete,2,critical,inconv,slightly_prob,recommended,spec_prior
8607,pretentious,very_crit,foster,more,less_conv,convenient,slightly_prob,recommended,spec_prior
5283,pretentious,less_proper,complete,2,critical,inconv,nonprob,recommended,priority
8138,pretentious,very_crit,completed,3,critical,convenient,nonprob,not_recom,not_recom
8039,pretentious,very_crit,completed,1,critical,inconv,nonprob,not_recom,not_recom
5390,pretentious,less_proper,complete,more,critical,convenient,problematic,not_recom,not_recom
10247,great_pret,less_proper,foster,2,critical,convenient,slightly_prob,not_recom,not_recom
424,usual,proper,completed,more,critical,inconv,nonprob,priority,priority
3493,usual,very_crit,complete,1,critical,convenient,nonprob,priority,spec_prior
4676,pretentious,proper,completed,3,less_conv,inconv,slightly_prob,not_recom,not_recom
5530,pretentious,less_proper,completed,3,less_conv,convenient,slightly_prob,priority,priority
3858,usual,very_crit,completed,more,less_conv,convenient,problematic,recommended,spec_prior
575,usual,proper,incomplete,3,less_conv,inconv,problematic,not_recom,not_recom
2301,usual,improper,incomplete,3,less_conv,inconv,problematic,recommended,priority
2824,usual,critical,completed,1,convenient,inconv,problematic,priority,priority
5957,pretentious,less_proper,foster,3,convenient,inconv,problematic,not_recom,not_recom
10542,great_pret,improper,complete,more,convenient,inconv,slightly_prob,recommended,spec_prior
12242,great_pret,very_crit,complete,3,critical,convenient,nonprob,not_recom,not_recom
1895,usual,improper,complete,more,convenient,convenient,slightly_prob,not_recom,not_recom
10423,great_pret,improper,complete,2,convenient,convenient,nonprob,priority,spec_prior
751,usual,proper,foster,2,critical,inconv,slightly_prob,priority,priority
12930,great_pret,very_crit,foster,more,less_conv,convenient,problematic,recommended,spec_prior
9640,great_pret,less_proper,complete,3,less_conv,inconv,nonprob,priority,spec_prior
2645,usual,critical,complete,1,critical,inconv,problematic,not_recom,not_recom
4474,pretentious,proper,complete,3,critical,inconv,nonprob,priority,priority
4767,pretentious,proper,incomplete,1,convenient,inconv,problematic,recommended,priority
4987,pretentious,proper,foster,1,less_conv,convenient,nonprob,priority,priority
1312,usual,less_proper,incomplete,1,convenient,inconv,problematic,priority,priority
5255,pretentious,less_proper,complete,2,convenient,inconv,problematic,not_recom,not_recom
1488,usual,less_proper,incomplete,more,less_conv,inconv,slightly_prob,recommended,priority
4772,pretentious,proper,incomplete,1,less_conv,convenient,nonprob,not_recom,not_recom
12120,great_pret,very_crit,complete,1,less_conv,convenient,problematic,recommended,spec_prior
9330,great_pret,proper,foster,1,critical,convenient,problematic,recommended,spec_prior
9761,great_pret,less_proper,completed,1,critical,convenient,slightly_prob,not_recom,not_recom
8254,pretentious,very_crit,incomplete,1,critical,inconv,nonprob,priority,spec_prior
8715,great_pret,proper,complete,2,less_conv,convenient,slightly_prob,recommended,priority
160,usual,proper,complete,3,critical,inconv,problematic,priority,priority
12225,great_pret,very_crit,complete,3,less_conv,convenient,slightly_prob,recommended,spec_prior
7297,pretentious,critical,completed,more,convenient,convenient,problematic,priority,spec_prior
11757,great_pret,critical,incomplete,2,critical,convenient,slightly_prob,recommended,spec_prior
2761,usual,critical,complete,more,convenient,convenient,problematic,priority,priority
4251,usual,very_crit,foster,3,critical,convenient,slightly_prob,recommended,spec_prior
6127,pretentious,improper,complete,2,less_conv,convenient,problematic,priority,priority
8166,pretentious,very_crit,completed,more,convenient,inconv,slightly_prob,recommended,spec_prior
3095,usual,critical,incomplete,2,convenient,inconv,problematic,not_recom,not_recom
8390,pretentious,very_crit,incomplete,more,less_conv,convenient,nonprob,not_recom,not_recom
439,usual,proper,incomplete,1,convenient,convenient,problematic,priority,priority
12709,great_pret,very_crit,incomplete,more,less_conv,convenient,nonprob,priority,spec_prior
9813,great_pret,less_proper,completed,2,critical,convenient,slightly_prob,recommended,priority
328,usual,proper,completed,3,convenient,convenient,slightly_prob,priority,priority
5976,pretentious,less_proper,foster,3,critical,convenient,nonprob,recommended,priority
232,usual,proper,completed,1,convenient,inconv,problematic,priority,priority
2275,usual,improper,incomplete,3,convenient,convenient,problematic,priority,priority
2292,usual,improper,incomplete,3,less_conv,convenient,problematic,recommended,priority
9674,great_pret,less_proper,complete,more,convenient,convenient,problematic,not_recom,not_recom
11601,great_pret,critical,completed,3,critical,inconv,nonprob,recommended,spec_prior
3391,usual,critical,foster,3,critical,convenient,problematic,priority,spec_prior
9166,great_pret,proper,incomplete,2,critical,convenient,slightly_prob,priority,spec_prior
8187,pretentious,very_crit,completed,more,less_conv,inconv,problematic,recommended,spec_prior
7503,pretentious,critical,incomplete,3,critical,inconv,problematic,recommended,spec_prior
9454,great_pret,proper,foster,more,convenient,convenient,slightly_prob,priority,priority
2445,usual,improper,foster,2,convenient,inconv,problematic,recommended,priority
2978,usual,critical,completed,more,convenient,convenient,problematic,not_recom,not_recom
2343,usual,improper,incomplete,more,less_conv,convenient,slightly_prob,recommended,priority
4058,usual,very_crit,incomplete,more,convenient,convenient,problematic,not_recom,not_recom
1927,usual,improper,complete,more,critical,convenient,nonprob,priority,priority
6283,pretentious,improper,completed,1,less_conv,convenient,nonprob,priority,priority
12290,great_pret,very_crit,complete,more,less_conv,inconv,slightly_prob,not_recom,not_recom
630,usual,proper,incomplete,more,critical,convenient,nonprob,recommended,priority
12360,great_pret,very_crit,completed,1,critical,inconv,slightly_prob,recommended,spec_prior
3575,usual,very_crit,complete,3,convenient,inconv,nonprob,not_recom,not_recom
12306,great_pret,very_crit,complete,more,critical,inconv,slightly_prob,recommended,spec_prior
4758,pretentious,proper,incomplete,1,convenient,convenient,problematic,recommended,priority
9869,great_pret,less_proper,completed,3,critical,convenient,slightly_prob,not_recom,not_recom
10450,great_pret,improper,complete,2,less_conv,inconv,nonprob,priority,spec_prior
9951,great_pret,less_proper,incomplete,1,convenient,inconv,problematic,recommended,priority
3998,usual,very_crit,incomplete,3,convenient,convenient,nonprob,not_recom,not_recom
6416,pretentious,improper,completed,3,critical,convenient,problematic,not_recom,not_recom
8531,pretentious,very_crit,foster,2,critical,inconv,problematic,not_recom,not_recom
7992,pretentious,very_crit,completed,1,convenient,convenient,nonprob,recommended,priority
10332,great_pret,less_proper,foster,more,less_conv,convenient,nonprob,recommended,priority
7737,pretentious,critical,foster,more,convenient,inconv,problematic,recommended,spec_prior
1596,usual,less_proper,foster,2,less_conv,inconv,slightly_prob,recommended,priority
12876,great_pret,very_crit,foster,3,less_conv,convenient,problematic,recommended,spec_prior
10201,great_pret,less_proper,foster,1,critical,inconv,slightly_prob,priority,spec_prior
8153,pretentious,very_crit,completed,3,critical,inconv,problematic,not_recom,not_recom
12138,great_pret,very_crit,complete,1,critical,convenient,problematic,recommended,spec_prior
503,usual,proper,incomplete,2,convenient,inconv,problematic,not_recom,not_recom
572,usual,proper,incomplete,3,less_conv,inconv,slightly_prob,not_recom,not_recom
11484,great_pret,critical,completed,1,critical,convenient,nonprob,recommended,spec_prior
2605,usual,critical,complete,1,convenient,inconv,slightly_prob,priority,priority
11897,great_pret,critical,foster,1,convenient,inconv,problematic,not_recom,not_recom
5898,pretentious,less_proper,foster,2,convenient,inconv,slightly_prob,recommended,priority
9009,great_pret,proper,completed,3,critical,inconv,nonprob,recommended,priority
12158,great_pret,very_crit,complete,2,convenient,convenient,problematic,not_recom,not_recom
6725,pretentious,improper,foster,1,less_conv,inconv,nonprob,not_recom,not_recom
5395,pretentious,less_proper,complete,more,critical,inconv,slightly_prob,priority,priority
10890,great_pret,improper,incomplete,2,critical,convenient,nonprob,recommended,spec_prior
3797,usual,very_crit,completed,3,convenient,inconv,problematic,not_recom,not_recom
7459,pretentious,critical,incomplete,3,convenient,convenient,problematic,priority,spec_prior
8552,pretentious,very_crit,foster,3,less_conv,convenient,nonprob,not_recom,not_recom
3416,usual,critical,foster,more,convenient,inconv,slightly_prob,not_recom,not_recom
10321,great_pret,less_proper,foster,more,convenient,convenient,problematic,priority,priority
7125,pretentious,critical,complete,more,critical,inconv,problematic,recommended,spec_prior
8447,pretentious,very_crit,foster,1,less_conv,convenient,slightly_prob,not_recom,not_recom
3370,usual,critical,foster,3,less_conv,convenient,slightly_prob,priority,spec_prior
7824,pretentious,very_crit,complete,1,critical,inconv,slightly_prob,recommended,priority
3978,usual,very_crit,incomplete,2,critical,convenient,nonprob,recommended,spec_prior
12018,great_pret,critical,foster,3,less_conv,inconv,slightly_prob,recommended,spec_prior
5654,pretentious,less_proper,incomplete,1,critical,convenient,nonprob,not_recom,not_recom
4557,pretentious,proper,completed,1,less_conv,convenient,slightly_prob,recommended,very_recom
1103,usual,less_proper,completed,1,less_conv,convenient,slightly_prob,not_recom,not_recom
11712,great_pret,critical,incomplete,1,critical,inconv,slightly_prob,recommended,spec_prior
